,Text,label,predicted
14785,"The ATM area was clean and the locks on the door worked properly. I go to another ATM machine all the time that always seem to have a problem. The door is always broken, it's dirty inside and you can tell it's not kept up. It could be because this ATM Stand alone and and its not attached to a bank but still not acceptable.",normal,normal
14786,"Stop asking me which language I want to use.Dispense $10 bills so that I can withdraw 30, 50, 70, etc.Make it faster",multi-denomination,user interface
14787,"WAS NOT A LOT OF PEOPLE BECAUSE WAS LATE EVENING, AND I GOT MY TRANSACTION FAST",normal,normal
14788,"Some time when I try to make a payment on lone, it is refused.",normal,normal
14789,I’m able to get cash needed to be available when I need it,normal,normal
14790,muy buen servicio,normal,normal
14791,"I need personal info some time  , thanks. Bob Kohl",normal,normal
14792,"Everything worked as it should. In the past, I have sometimes not been able to deposit a check (it was returned without much explanation, AND it was a company check from THAT BofA), or sometimes I've tried to withdraw money and it would return my card with little explanation. Everything worked as it should today.",normal,normal
14793,Ease of use.,normal,normal
14794,"Convenient location, easy to park and easy to make a transaction.",normal,normal
14795,very clean and easy,normal,normal
14796,"John and Kate were personable, and efficient. I requested to have a fee reversed and it was researched, valid, and taken care of in a timely manner. They both followed through with scheduling an appointment to help balance my finances.  I appreciate it.",normal,normal
14797,No issues,normal,normal
14798,"Fix the door card reader, always gives me a hard time.  I have also noticed other patrons having problems getting in with there cards.",door/parabit reader,door/parabit reader
14799,Thanks u,normal,normal
14800,The atm was fast and the line was not long.,normal,normal
14801,"If it had been a fraudulent activity, it would be prevented by the action required",normal,normal
14802,machine worked fine; completed the transaction,normal,normal
14803,Touch screen sometimes takes takes 2 or 3 touches.,improve touchscreen,improve touchscreen
14804,The new ATM was easy to navigate.,normal,normal
14805,Because I live 5 minutes from this bank,normal,normal
14806,Ease,normal,normal
14807,It is beautiful atm rapidly,normal,normal
14808,Very fast and anytime to use,normal,normal
14809,Usually withdraw $200.00. I do not like the choice of either $20's or $50's. I prefer automatically receiving 10 $20-dollar bills.,normal,multi-denomination
14810,the atm is great...love that you can drive up to it.  Entering and exiting its location is always a challenge.  Could use a more defined sign that better signals which parking lot to turn into.,safety/cleanliness,normal
14811,Plenty of ATMs outsideGood spot with lighting and some street visibilityNice new equipment,normal,normal
14812,Never have a problem using atm,normal,normal
14813,Its safe and secure.  Easy and accessible .,normal,normal
14814,It is helpful that the ATM’s dispense money in different denominations besides 20 dollar bills.,normal,normal
14815,Went smoothly,normal,normal
14816,More machines,add location,add location
14817,ATMs are fast and eff. In and out. No Problems.,normal,normal
14818,Convenient location,normal,normal
14819,I completed my task,normal,normal
14820,The machine didn't chew up any of my money.(:,normal,normal
14821,"Yesterday when I went to the bank, a worker by the name Juan at the Aspen Hill bank, truly made my experience excellent with his customer service.",normal,normal
14822,"I had no long wait today at the machine especially because of the day of the week, a Friday",normal,normal
14823,I was able to get in and out quickly,normal,normal
14824,Convenient and assessable. Easy to use.,normal,normal
14825,It's nice to set up the Transaction on the app and be done quickly.,normal,normal
14826,New system. Larger screen,normal,normal
14827,I like the new ATM.  Easy to read and I didn't have any problems with it.,normal,normal
14828,Felt Very secure to make my money transaction,normal,normal
14829,It was a standard ATM transaction.,normal,normal
14830,I was able to easily access the ATM without any delay.,normal,normal
14831,Great experience,normal,normal
14832,Lower it so I don’t have to do a contourtion to use it. I drive a sports car not a tall SUV. All you have to do is remove the slab it sits on; no alteration to the ATM itself !,drive-up height/layout,drive-up height/layout
14833,Convenient and easy to use. Not too far from where I live.,normal,normal
14834,"Excellent service,very Happy with the attention thank you",normal,normal
14835,very fast to withdraw,normal,normal
14836,Quick,normal,normal
14837,Very easy to use and fast.,normal,normal
14838,"Easy access, no wait!!",normal,normal
14839,More privacy,safety/cleanliness,safety/cleanliness
14840,"Good location, number of available ATMs and ability to choose your own denomination of bills",normal,normal
14841,Good,normal,normal
14842,Muy amable,normal,normal
14843,Excellent customer service,normal,normal
14844,Machine would not accept all the cash deposits,improve deposit process,improve deposit process
14845,"No line, machine in working order and great parking spot",normal,normal
14846,Brand new machine and very easy to use,normal,normal
14847,Convenient and well lite area,normal,normal
14848,needed cash,normal,normal
14849,Quick as usual,normal,normal
14850,the new touch screen worked much better than the old one.,normal,normal
14851,The new ATM machine is a lot quicker than the old one they had before.,normal,normal
14852,Please fix the card readers on the doors to the locked atms..... I have actually been unable to use it unless someone comes along and let's me in,door/parabit reader,door/parabit reader
14853,She was very professional,normal,normal
14854,I feel like the screen for a bit too big so other people can see what you are doing,normal,safety/cleanliness
14855,I didn't have to wait in line. I was able to get a **** not bases on $20 intervals. Was able to get paper only receipt.,normal,normal
14856,Put more brighter lights in area. Very creepy after dark( the walk up),safety/cleanliness,safety/cleanliness
14857,Correctly charge for overdraft fees,improve customer service,improve customer service
14858,"Easy to use, intuitive",normal,normal
14859,My transaction went pretty smooth very convenient.,normal,normal
14860,Convenient and easy to use,normal,normal
14861,conveinence,normal,normal
14862,Because of the location it’s close to me,normal,normal
14863,People working together to get the job done.,normal,normal
